Efficiency,Clustering,Modularity,Assortativity,Vagal_SD1,Sympathetic_SD2
0.3917211328976033,0.6304347826086957,0.06367041198501876,0.11833333333333332,0.8473426595308238,0.5431396994277241
0.42091503267973834,0.49586776859504134,0.12043690715722907,0.11833333333333332,0.8112151800597515,0.560657646686314
0.4218954248366009,0.46153846153846156,0.27243330638641877,0.11333333333333331,0.662283001755339,0.6785012944792045
0.42135076252723275,0.5,0.33060109289617484,0.05777777777777785,0.6616836988945793,0.6082478043964797
0.4193899782135072,0.5242718446601942,0.3457519309404816,0.15500000000000003,0.6904489422262077,0.5235036393500033
0.3989262371615313,0.5714285714285714,0.24590163934426232,0.15500000000000003,0.6908045341086726,0.603800703463118
0.40121381886087776,0.5607476635514018,0.21288608435735634,0.05777777777777785,0.601756935568846,0.4953082897757447
0.4304699657640832,0.5684210526315789,0.2970027247956404,0.19944444444444448,0.7042089659831279,0.5164249342331603
0.4642934951758478,0.48148148148148145,0.48717948717948717,0.5199999999999999,0.8932694472480108,0.6537589848987847
0.483660130718954,0.4024390243902439,0.022887323943661986,0.40888888888888886,0.7743693585378897,0.7365346583667934
0.46165577342047937,0.4936708860759494,0.14709517923362178,0.515,0.7774515419833963,0.46514209168821447
0.4593681917211327,0.3626373626373626,-0.0369921164342025,0.37888888888888883,0.5900209920995727,0.45173535093082573
0.4748366013071894,0.3644859813084112,-0.06941838649155724,0.0,1.828802810894918,2.2969550042129234
0.3779956427015247,0.45714285714285713,0.10691823899371067,0.12444444444444451,2.8343895084299984,2.294882911903285
0.332788671023965,0.5901639344262295,0.3892508143322476,0.11777777777777776,1.4406577547201662,1.7477904185130144
0.3272331154684095,0.5853658536585366,0.3103448275862069,0.12277777777777779,0.7810717570105895,0.7740751568984239
0.30174291938997827,0.5950413223140496,0.2855141496217427,0.2061111111111112,1.4703348398967568,1.912275766205334
0.4222222222222219,0.525,0.1333333333333333,0.11833333333333332,1.7229419760207758,1.2753947693864356
0.4270152505446619,0.5142857142857142,0.1631205673758865,0.0,0.5394211203429017,0.47295365563134995
