Efficiency,Clustering,Modularity,Assortativity,Vagal_SD1,Sympathetic_SD2
0.30610021786492375,0.5739130434782609,0.12712975098296203,0.27777777777777785,0.08958734447532528,0.06666121277257056
0.4555555555555551,0.5128205128205128,0.10913140311804008,0.06166666666666672,0.09642477314675417,0.10621338571897924
0.34335511982570793,0.5655737704918032,0.16805671392827362,0.2316666666666667,0.08327260295338276,0.11050604595058895
0.3311546840958605,0.5905511811023622,0.27005540833534086,0.17944444444444452,0.09626954365065729,0.11499312203689979
0.34989106753812627,0.5739130434782609,0.25909592061742,0.29777777777777775,0.10392095838233396,0.0943264709536346
0.4063647681294739,0.5546218487394958,0.11638371855185113,0.2694444444444445,0.1094982206172024,0.11896059961229596
0.3742711899574645,0.6942148760330579,0.5429721184248348,0.19944444444444445,0.11131870870990515,0.09360534743872698
0.3149237472766885,0.7397260273972602,0.3692509855453351,0.11944444444444445,0.08373185876492556,0.08580526322446479
0.2870370370370371,0.7226277372262774,0.33518005540166207,0.18,0.0710643368859169,0.06845920585171038
0.3006535947712419,0.64,-0.05128205128205126,0.0,0.06836402513945641,0.047776668644138126
0.3193899782135075,0.7132867132867133,0.3542502736227655,0.16444444444444453,0.06679287725609998,0.05071886191646618
0.34422657952069713,0.7285714285714285,0.41967213114754104,0.1461111111111112,0.06769552808210523,0.08181418333560754
0.306644880174292,0.6716417910447762,0.3884682585905649,0.12444444444444451,0.06400960898421076,0.09064436443320718
0.401151571739807,0.5950413223140496,0.4452864504395273,0.20611111111111105,0.06970061630640606,0.08913060917977148
0.30392156862745096,0.6141732283464567,0.09748925582447414,0.2061111111111112,0.08109969558104695,0.07170691978750388
0.28104575163398693,0.6923076923076923,0.18788528544626104,0.12444444444444451,0.09303686460250571,0.08630113748827971
0.23420479302832242,0.8601398601398601,0.6367220501267248,0.2400000000000001,0.08028780534058166,0.07897531854268387
0.43608776844070957,0.5377358490566038,0.12133891213389116,0.3961111111111111,0.09154164691940579,0.1075596868248917
