Efficiency,Clustering,Modularity,Assortativity,Vagal_SD1,Sympathetic_SD2
0.4226579520697166,0.4811320754716981,-0.08583247156153051,0.0,0.5119754714528643,0.5906422686213542
0.3572984749455336,0.63,0.3630136986301371,0.4594444444444445,0.4236907509709822,0.5069232941396193
0.43572984749455324,0.5588235294117647,0.40809968847352024,0.3683333333333333,0.4330175071379056,0.6572786153371338
0.4514161220043571,0.5192307692307693,0.2845594179466451,0.2727777777777778,0.40504116669807383,0.5887384787849975
0.4438997821350761,0.54,0.13294797687861273,0.38611111111111107,0.32381293564823527,0.7232162716565608
0.41252723311546824,0.5533980582524272,0.04274533413606265,0.06166666666666672,0.3467838965162481,0.7580916512443946
0.44498910675381254,0.5,0.0922619047619048,0.2866666666666666,0.5224223498942738,0.781445171372399
0.4722222222222223,0.4421052631578947,-0.011876484560570093,0.33111111111111113,0.665226015516407,0.4808700664445172
0.4831154684095859,0.44680851063829785,0.2880523731587562,0.17944444444444438,0.8392213392836245,0.7020114237448123
0.3567538126361654,0.6160714285714286,0.3203497615262322,0.3227777777777777,0.9543076916791828,0.560509313284831
0.3322440087145969,0.6532258064516129,0.3237319974953037,0.2761111111111111,0.9480225932271742,0.7260250698819862
0.3535947712418301,0.6328125,0.2930471301913205,0.11777777777777775,0.7043847664414912,0.539257593623734
0.2843137254901961,0.6744186046511628,0.34261407579273007,0.1844444444444444,0.6270784568050827,0.5451723436145144
0.3604575163398692,0.5714285714285714,0.14050822122571005,0.1783333333333334,0.5316352195567718,0.5209571561776984
0.30501089324618735,0.7034482758620689,0.12727272727272732,0.06444444444444448,0.6307248000907816,1.3490209153915016
0.34095860566448805,0.6,-0.06391752577319587,0.06444444444444448,1.038992685826453,1.1000022924818902
0.30610021786492375,0.609375,0.2872397223705286,0.12666666666666673,1.0208922323764873,1.1014579754755542
0.34204793028322433,0.5564516129032258,0.04329339002705833,0.12666666666666673,0.5345560485303975,0.5542164978807952
0.3631808278867103,0.5669291338582677,0.04454747026809112,0.12277777777777779,0.4889889316116626,0.49586559318935053
0.3631808278867103,0.552,0.04261645193260649,0.12277777777777779,0.41009270682768756,0.4736688933259782
0.36535947712418304,0.5238095238095238,0.01741293532338308,0.12277777777777779,0.47581397721581625,0.5651909346704891
0.37472766884531594,0.5373134328358209,-0.11492816989381638,0.12277777777777779,0.5051491823995656,0.44547063377614826
0.25381263616557737,0.631578947368421,0.3084202863382673,0.18666666666666665,0.5131210905631625,0.473074749084147
0.2549019607843137,0.6666666666666666,0.22539682539682537,0.18666666666666665,0.3699590946338563,0.31226456617571624
0.25163398692810457,0.7297297297297297,0.1731141199226305,0.12666666666666673,0.3933794001572797,0.3210929105149921
0.275599128540305,0.6666666666666666,0.20038535645472055,0.06444444444444448,0.28991301198585656,0.2340568332021423
0.30610021786492375,0.6455696202531646,-0.23287671232876703,0.05777777777777785,0.3296693607058887,0.3500441403222545
0.27668845315904134,0.6486486486486487,0.015192620727075425,0.06444444444444448,0.7206764733160143,0.6575905927653802
0.2788671023965141,0.6268656716417911,0.15174363807728555,0.12666666666666673,0.793878619479149,0.6454085963148267
0.30827886710239655,0.5878378378378378,-0.1650016113438608,0.06444444444444448,0.561930389220143,0.6623590906910729
0.30718954248366015,0.5723684210526315,-0.27872498146775393,0.0,1.2464574322538728,0.8744815758670883
0.30392156862745084,0.5874125874125874,-0.18993872944211546,0.0,1.243906419432477,0.9851974299165406
0.30501089324618724,0.5664335664335665,-0.16091583360206385,0.0,0.6547455900727599,0.5689647321511893
0.29793028322440074,0.6503496503496503,0.01721965560688786,0.0,0.5877806946638612,0.5588013637216755
0.29793028322440085,0.6530612244897959,-0.04959630911188005,0.0,1.218974361797843,0.7417204122639273
0.30446623093681907,0.6541353383458647,0.19922348944430956,0.12666666666666673,1.0982465495507858,0.8490010905973264
0.3126361655773419,0.5538461538461539,0.06016597510373441,0.12666666666666673,0.6470774900324453,0.6080153616084133
0.3496732026143789,0.42857142857142855,-0.05217579562675899,0.3016666666666666,0.27526095786860927,0.17154995733412945
0.3104575163398692,0.6241610738255033,-0.09719135178824007,0.06444444444444448,0.42695731436010115,0.5109637882004018
0.2875816993464052,0.6492537313432836,0.13929560743965178,0.1844444444444444,0.5225667269110417,0.480215241277426
0.3115468409586056,0.5859375,0.12673533363188538,0.12666666666666673,0.519591551200826,0.3637587301035164
0.32058823529411756,0.6230769230769231,0.34269662921348304,0.1783333333333334,0.5465475925832385,0.47843813323259143
0.3093681917211328,0.5777777777777777,0.07762557077625573,0.21833333333333332,0.5361833270549573,0.556519561755668
