Efficiency,Clustering,Modularity,Assortativity,Vagal_SD1,Sympathetic_SD2
0.3801742919389978,0.648,0.3237924865831842,0.23500000000000004,0.32226738741100575,0.7020171420083539
0.3851851851851849,0.5789473684210527,0.16666666666666666,0.32444444444444437,0.26484911483342777,0.3238183040017326
0.44586056644880173,0.5229357798165137,0.09247163973874184,0.3416666666666666,0.43557674045064665,0.438894190502443
0.3896514161220043,0.5327102803738317,0.3205778992581023,0.06444444444444448,0.43086826042081405,0.3849412794097335
0.3259259259259259,0.6183206106870229,0.08569379705987805,0.16444444444444453,0.3095745002150458,0.23483999186093663
0.3259259259259259,0.6690647482014388,0.1185209640145263,0.16444444444444453,0.4207391715381156,0.8092816853665581
0.23420479302832242,0.782608695652174,0.49561403508771934,0.23111111111111118,0.6582450167206123,0.9645876415728022
0.23420479302832242,0.782608695652174,0.49561403508771934,0.23111111111111118,0.9181334320909388,1.0446984459103075
0.23529411764705882,0.7928571428571428,0.3403614457831326,0.23111111111111118,0.7776202790178788,0.6586596206109643
0.2625272331154684,0.7552447552447552,0.2776760010468463,0.18,0.5152727993395905,0.5505799815928971
0.22875816993464052,0.7664233576642335,0.42675159235668775,0.23777777777777787,0.5061662015907546,0.7176618513311698
0.40388266417678176,0.6198347107438017,0.3023255813953489,0.11833333333333332,0.4020087955569042,0.7592961670957622
0.3837690631808277,0.5892857142857143,0.42081151832460717,0.16944444444444445,0.30968562243957753,0.3646668768198155
0.4461406784936196,0.4811320754716981,0.19691470054446458,0.2294444444444444,0.23773053497627616,0.2877566326421374
0.41830065359477103,0.49137931034482757,-0.07538218239325253,0.32444444444444437,0.15887508223171273,0.2550802696478894
0.4151416122004356,0.5217391304347826,0.06389301634472509,0.23500000000000004,0.15812208572536798,0.15011963171705017
0.3516339869281045,0.6147540983606558,0.21982335623159965,0.3005555555555555,0.20547580489314154,0.21598882275866976
0.325599128540305,0.5504587155963303,0.544111439425918,0.28166666666666673,0.21711762558876818,0.21403554691970889
0.23529411764705882,0.8043478260869565,0.5627062706270627,0.24000000000000007,0.24147717243818811,0.276584950165199
0.2723311546840959,0.841726618705036,0.5124684785654245,0.2827777777777778,0.24098393255747994,0.26809510959585137
0.2913943355119825,0.6956521739130435,0.330601092896175,0.16444444444444453,0.32805942264149673,0.3111306943044968
0.2941176470588235,0.7342657342657343,0.29441411171776566,0.16444444444444453,0.36903570728574875,0.31144320420847166
0.32483660130718955,0.6857142857142857,0.14285714285714285,0.16444444444444453,0.45990751243729605,0.33976005592035424
0.39172113289760335,0.5454545454545454,0.03225806451612905,0.06166666666666672,0.3665583882341079,0.2884934106026466
0.3580610021786492,0.6041666666666666,-0.021505376344086054,0.06166666666666672,0.3348924414194481,0.2884844761779242
0.3613289760348584,0.5874125874125874,-0.12479323653740122,0.06166666666666672,0.27626568715271427,0.2055902672615209
