Efficiency,Clustering,Modularity,Assortativity,Vagal_SD1,Sympathetic_SD2
0.43306878306878316,0.6185567010309279,0.6639379577768204,0.4011111111111111,0.2459628417542291,0.24043549923222052
0.4469887955182073,0.5882352941176471,0.43736730360934173,0.3916666666666666,0.18481609155189418,0.17616796815603664
0.4433940242763772,0.6060606060606061,0.4959908361970218,0.4094444444444444,0.15852534083034825,0.15688863868423317
0.4562947401182696,0.6063829787234043,0.5035105315947844,0.4677777777777778,0.17656974250808588,0.17141882075544468
0.47930283224400866,0.5106382978723404,0.4957983193277311,0.42666666666666664,0.18822030065387077,0.21009876241897107
0.4933551198257082,0.3956043956043956,0.3110989611809733,0.3527777777777778,0.2418159968642644,0.21730511788130627
0.5063180827886711,0.35294117647058826,0.059907834101382514,0.445,0.2736992074339609,0.2702876019361058
0.49531590413943355,0.3793103448275862,0.16142557651991618,0.4094444444444445,0.2622702183234566,0.25003020556172695
0.46487706193588546,0.5172413793103449,0.3710691823899371,0.4744444444444445,0.21272138115309322,0.22259565886096255
0.461126672891379,0.5368421052631579,0.3474320241691844,0.465,0.18781076129699992,0.18284955580314916
0.4663554310613135,0.4772727272727273,0.140518417462483,0.46,0.20522332273883645,0.22506648918757505
0.47125739184562726,0.5056179775280899,0.15040906230333548,0.21500000000000002,0.2361706926554096,0.23646172959879833
0.45220977279800834,0.5333333333333333,0.1111111111111111,0.4916666666666667,0.2515126599524938,0.25236975688795965
0.46786492374727656,0.5052631578947369,0.4491315136476428,0.4327777777777778,0.23083202374312908,0.23270666221503458
0.47026143790849667,0.4891304347826087,0.507361268403171,0.4127777777777778,0.21756943526113928,0.23368419404269192
0.49259259259259264,0.3626373626373626,0.1424487851357789,0.36833333333333335,0.17978798088577524,0.18306424686476144
0.4876906318082788,0.4375,0.29824561403508765,0.2911111111111111,0.14193227073919537,0.16257407353172418
