Efficiency,Clustering,Modularity,Assortativity,Vagal_SD1,Sympathetic_SD2
0.40359477124182963,0.4444444444444444,0.16666666666666669,0.17111111111111119,3.37533002582016,1.4903650611202564
0.48747276688453156,0.3473684210526316,0.2853598014888337,0.20277777777777772,0.0,4.51885427352028
0.46819172113289764,0.34375,0.02912621359223301,0.34277777777777785,6.402630932775066,0.0
0.4527233115468407,0.45161290322580644,0.07297830374753453,0.41611111111111115,0.8222612434727549,0.43840103612871695
0.4346405228758167,0.4020618556701031,-0.12429731417863835,0.3666666666666667,0.7605331317774723,0.508142120585906
0.4127450980392155,0.49514563106796117,-0.13912785523583518,0.30611111111111117,1.7841017799510108,2.555295393826931
0.3970588235294112,0.47107438016528924,-0.057394617766134796,0.1816666666666667,2.3454418372898043,1.6282460817500455
0.4095860566448798,0.4838709677419355,-0.10873058382431706,0.0,0.8191796286182551,0.5497511118720559
0.4332244008714593,0.3786407766990291,0.35073201782304264,0.16444444444444453,0.7944740177272948,0.3339179951497211
0.4644880174291936,0.4105263157894737,-0.12635379061371843,0.2866666666666666,3.049397993866986,4.768776707139064
0.48442265795206957,0.46875,-0.0677083333333333,0.37777777777777777,0.7627008003474851,0.8640708783436977
0.4517429193899778,0.5151515151515151,0.026345933562428352,0.2644444444444445,1.2555810736329525,0.8798196257101348
0.42058823529411726,0.46875,-0.06753812636165583,0.33999999999999997,1.1697698829459189,0.7797093484075401
0.4142701525054464,0.44554455445544555,0.30459536396909315,0.27611111111111114,1.0109115762349445,0.6176843564255678
0.42352941176470565,0.4485981308411215,0.10541789164216712,0.29499999999999993,1.4390482915286622,0.7176653859761518
0.4193899782135074,0.5142857142857142,0.016949152542372885,0.32444444444444437,2.0223488253948494,1.6068374272111576
0.42440087145969474,0.47058823529411764,-0.10119047619047623,0.30611111111111106,2.260038610858107,1.599583804783077
0.4145969498910672,0.45,0.36129032258064525,0.26611111111111113,1.8842961283763393,2.1244087064779427
0.4107843137254899,0.5263157894736842,0.263803680981595,0.22166666666666668,1.4865931206773804,1.9454358541043946
0.39422657952069673,0.532258064516129,0.21128107074569794,0.12277777777777779,0.9714864889878977,1.046393282186941
0.47047930283224376,0.375,0.35919790758500436,0.1705555555555555,1.7082329114985046,0.5816773458219194
0.4175381263616553,0.532258064516129,0.22325354176844153,0.17,2.0029499423799106,0.5415869707998009
0.455337690631808,0.5135135135135135,0.2632524707996406,0.165,1.9901421013612406,1.6522444715892322
0.3338779956427014,0.668918918918919,-0.08226567768037761,0.0,1.2023560600815564,1.8288312148290051
0.425272331154684,0.43243243243243246,0.1734052111410602,0.16944444444444445,0.5642328298098365,0.5975144247155458
0.3458605664488017,0.5181818181818182,0.20673076923076922,0.27777777777777785,0.8890306195541765,0.937034507678943
0.4061002178649237,0.53125,0.3766937669376693,0.32944444444444443,0.8479210056003338,0.9049774866903701
0.44646747587924024,0.4528301886792453,0.2378263937896965,0.25333333333333335,1.4668545768756107,1.9468404464266371
0.44923747276688436,0.5161290322580645,0.29453262786596124,0.26888888888888884,1.789087255048439,1.3700444984147473
0.4599128540305007,0.45454545454545453,0.05947441217150759,0.05777777777777785,0.35297777427834065,0.25112070794742986
