,systole_mean,systole_std,diastole_mean,diastole_std,mean_difference,p_value_ttest,p_value_wilcoxon,cohens_d,n_patients
mean_amplitude,-0.9021232161043222,27.30247041784286,-7.640205834414053,32.62760524899459,-6.73808261830973,0.15421857801288738,0.10426321130750228,-0.16853217708403787,73.0
peak_amplitude,4411.485303541132,5699.280820391457,4546.15079627159,5679.234505824976,134.66549273045737,0.8137331688441191,0.9233559884579927,0.0276776685009826,73.0
rms,264.65469452914937,336.9051693014983,266.5196057982096,351.12035905827526,1.86491126906025,0.9514052965788775,0.8668386039944729,0.007157638386452703,73.0
std_amplitude,264.13956584914257,336.2012068303753,265.7542063913734,350.0999503511248,1.6146405422307897,0.9577255127582308,0.8495711138664945,0.006225760116944413,73.0
